Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Marriage,Bhubaneswar,1914,2024-04-06,No,Yes,169306.47
Meetup,Chennai,1095,2024-12-28,Yes,No,97472.5
Marriage,Bhubaneswar,2569,2024-01-26,No,No,193864.95
Marriage,Ahmedabad,1169,2025-11-15,No,No,115303.13
Marriage,Bhubaneswar,3678,2025-10-01,Yes,No,268892.09
Corporate,Bhubaneswar,616,2024-05-30,Yes,No,91522.52
Meetup,Mumbai,4735,2024-08-25,No,Yes,383860.94
Meetup,Hyderabad,4555,2025-07-17,Yes,No,328842.74
Meetup,Bangalore,82,2025-10-28,Yes,Yes,50343.55
Meetup,Ahmedabad,4385,2024-09-19,Yes,Yes,285126.15
Birthday,Kolkata,1675,2025-03-14,Yes,No,137240.03
Meetup,Ahmedabad,2629,2024-09-20,Yes,Yes,187723.22
Marriage,Kolkata,1294,2024-10-27,No,Yes,141042.0
Birthday,Hyderabad,1419,2025-02-02,Yes,Yes,141237.28
Meetup,Cuttack,3851,2024-03-16,Yes,No,224487.01
Marriage,Ahmedabad,3420,2024-09-24,No,Yes,252231.67
Meetup,Chennai,3133,2024-01-22,Yes,Yes,232372.17
Meetup,Chennai,3188,2024-10-12,No,No,207579.22
Birthday,Ahmedabad,974,2024-06-14,Yes,No,91473.17
Birthday,Chennai,3622,2025-12-11,Yes,Yes,266124.44
Corporate,Bhubaneswar,2712,2024-03-14,No,Yes,203870.32
Birthday,Bangalore,3824,2025-01-16,Yes,No,304357.37
Birthday,Delhi,3812,2024-10-27,No,No,287973.42
Corporate,Hyderabad,1928,2024-12-24,No,No,167205.73
Marriage,Hyderabad,2058,2024-09-07,Yes,No,201361.32
Marriage,Bangalore,55,2024-04-30,No,Yes,68083.25
Corporate,Delhi,3767,2024-04-04,Yes,Yes,331749.17
Meetup,Ahmedabad,2593,2024-05-01,No,Yes,172231.01
Meetup,Kolkata,705,2024-12-30,Yes,Yes,86926.69
Meetup,Mumbai,2583,2025-01-13,No,Yes,223716.49
Marriage,Ahmedabad,4585,2025-05-18,No,Yes,315315.12
Marriage,Cuttack,2614,2024-07-20,No,No,181960.8
Corporate,Bhubaneswar,1045,2025-03-25,Yes,Yes,126041.64
Birthday,Cuttack,4053,2024-10-11,Yes,No,239402.44
Meetup,Delhi,1764,2024-04-19,Yes,No,155026.14
Corporate,Chennai,4876,2025-09-02,No,Yes,345864.03
Birthday,Ahmedabad,1400,2025-05-20,No,Yes,111644.42
Marriage,Pune,4279,2025-08-27,Yes,No,333663.98
Corporate,Ahmedabad,2489,2024-10-31,Yes,Yes,205931.45
Marriage,Ahmedabad,3989,2025-01-01,No,Yes,282836.39
Corporate,Cuttack,2165,2024-09-30,No,No,149708.01
Corporate,Pune,3516,2025-06-02,No,No,262670.7
Corporate,Delhi,648,2025-01-25,No,Yes,98603.26
Corporate,Hyderabad,4047,2024-06-26,Yes,Yes,332112.64
Meetup,Mumbai,4701,2025-12-20,No,Yes,382560.91
Birthday,Cuttack,2331,2024-12-26,Yes,Yes,166316.6
Meetup,Chennai,4841,2025-10-01,No,No,306895.34
Meetup,Bhubaneswar,3740,2025-01-23,Yes,No,238058.59
Corporate,Kolkata,766,2024-05-14,Yes,No,103696.3
Marriage,Ahmedabad,3941,2025-11-18,Yes,Yes,296213.39
Marriage,Hyderabad,4162,2025-11-11,Yes,No,338255.82
Birthday,Cuttack,1462,2024-05-13,Yes,No,109773.9
Meetup,Kolkata,3565,2024-08-02,Yes,Yes,257746.08
Birthday,Chennai,1478,2024-06-08,No,No,109850.07
Marriage,Chennai,215,2025-12-30,Yes,No,79952.33
Corporate,Pune,509,2024-12-07,Yes,No,89638.0
Corporate,Pune,4076,2025-05-03,No,No,297481.43
Marriage,Chennai,1524,2025-05-30,Yes,No,157823.47
Corporate,Cuttack,2263,2024-04-01,Yes,No,170827.14
Birthday,Bangalore,459,2024-10-28,Yes,No,69667.19
Birthday,Chennai,3135,2025-08-24,Yes,Yes,237898.05
Corporate,Pune,1698,2025-07-15,No,No,147392.31
Corporate,Kolkata,1048,2025-07-16,No,Yes,117027.92
Meetup,Mumbai,2973,2024-03-10,No,No,239044.28
Corporate,Bhubaneswar,503,2024-11-25,Yes,Yes,97593.85
Corporate,Cuttack,2120,2025-11-26,No,Yes,159643.17
Meetup,Delhi,3444,2025-05-29,No,Yes,270790.38
Meetup,Bhubaneswar,2407,2024-04-20,No,No,149367.62
Marriage,Bhubaneswar,4274,2025-10-07,Yes,Yes,313572.77
Corporate,Pune,552,2025-01-17,No,No,77101.4
Marriage,Hyderabad,1003,2025-01-28,Yes,Yes,144203.67
Meetup,Bhubaneswar,4821,2025-05-25,No,No,281890.17
Meetup,Delhi,2155,2025-05-12,Yes,No,183175.99
Corporate,Pune,1074,2025-08-08,Yes,Yes,135727.38
Corporate,Ahmedabad,2903,2025-04-04,Yes,Yes,228992.75
Corporate,Chennai,866,2024-11-25,Yes,No,108790.04
Meetup,Delhi,149,2024-01-01,Yes,No,42923.18
Meetup,Ahmedabad,4826,2024-12-11,No,No,282333.72
Corporate,Ahmedabad,1327,2024-11-03,No,Yes,126340.14
Corporate,Bangalore,2305,2025-04-25,Yes,Yes,230826.34
Meetup,Bhubaneswar,508,2025-04-02,No,Yes,57709.79
Marriage,Pune,1459,2024-09-29,No,Yes,155723.61
Corporate,Cuttack,4136,2025-10-30,Yes,No,264326.78
Meetup,Hyderabad,485,2024-06-19,No,No,48920.55
Meetup,Kolkata,4455,2024-07-12,Yes,No,299097.15
Birthday,Ahmedabad,1248,2025-02-19,Yes,No,106400.19
Corporate,Hyderabad,1247,2025-06-20,No,No,123760.5
Meetup,Bangalore,2610,2024-02-22,Yes,Yes,226772.24
Birthday,Delhi,73,2025-12-29,No,Yes,39710.98
Meetup,Kolkata,3170,2024-09-19,No,No,207125.27
Meetup,Pune,1717,2024-10-17,No,No,124706.51
Marriage,Kolkata,4554,2025-05-29,No,Yes,337181.1
Birthday,Pune,2017,2025-10-18,No,No,147071.66
Meetup,Mumbai,4072,2025-09-03,Yes,No,336803.57
Marriage,Pune,161,2024-08-24,Yes,Yes,88339.01
Birthday,Pune,1523,2024-09-27,Yes,No,132123.58
Birthday,Delhi,1081,2025-11-13,No,No,96800.57
Marriage,Bhubaneswar,3316,2024-01-18,Yes,No,249561.93
Meetup,Pune,1833,2024-01-18,No,Yes,144090.94
Meetup,Chennai,4747,2025-01-21,No,Yes,313179.12
Corporate,Bhubaneswar,3063,2024-12-20,Yes,No,225020.67
Marriage,Delhi,2804,2024-08-19,Yes,No,262445.77
Birthday,Mumbai,3765,2025-10-11,No,No,303801.3
Corporate,Pune,3412,2025-04-07,Yes,Yes,282634.78
Corporate,Bhubaneswar,1767,2024-12-29,No,Yes,150665.76
Birthday,Bhubaneswar,747,2024-03-16,No,Yes,74638.19
Birthday,Delhi,3819,2024-08-29,No,No,289372.47
Birthday,Hyderabad,4026,2025-06-07,Yes,No,298245.89
Meetup,Chennai,4014,2025-04-26,Yes,No,272645.55
Meetup,Kolkata,3755,2024-04-24,No,Yes,254812.13
Marriage,Pune,1934,2024-05-15,Yes,No,187763.53
Birthday,Kolkata,3508,2025-01-23,No,Yes,243959.66
Meetup,Chennai,3554,2024-09-15,No,No,229965.82
Marriage,Chennai,4804,2025-02-28,No,No,339717.61
Marriage,Mumbai,3959,2025-05-15,Yes,No,363591.76
Marriage,Cuttack,769,2024-05-03,Yes,No,105303.53
Corporate,Bhubaneswar,2739,2025-02-20,Yes,No,207521.01
Birthday,Chennai,1313,2025-02-09,Yes,Yes,127229.64
Birthday,Cuttack,123,2025-12-16,No,Yes,40479.08
Meetup,Cuttack,2351,2024-07-26,No,No,134745.1
Meetup,Bangalore,163,2025-08-14,No,Yes,40885.6
Marriage,Bangalore,4088,2024-01-29,No,Yes,351052.93
Birthday,Pune,4471,2024-11-03,Yes,Yes,327495.83
Corporate,Hyderabad,453,2025-08-31,No,Yes,83800.18
Birthday,Bangalore,4174,2024-08-12,Yes,No,328968.03
Birthday,Chennai,3466,2024-05-13,No,Yes,241653.96
Birthday,Mumbai,867,2025-10-17,No,Yes,99603.97
Marriage,Kolkata,100,2025-11-01,Yes,Yes,85701.66
Meetup,Kolkata,1080,2024-09-05,No,Yes,92922.84
Marriage,Ahmedabad,3065,2025-02-15,No,Yes,232631.58
Corporate,Delhi,3102,2025-12-08,No,No,260027.74
Marriage,Cuttack,4095,2024-08-22,Yes,No,271092.32
Corporate,Delhi,2891,2024-08-12,No,Yes,256582.64
Birthday,Mumbai,4818,2024-01-21,Yes,No,397854.77
Marriage,Pune,4637,2025-05-28,No,No,342528.96
Corporate,Ahmedabad,4048,2025-01-28,No,Yes,275847.2
Corporate,Kolkata,3878,2024-04-17,No,Yes,285790.05
Corporate,Cuttack,4272,2025-03-29,Yes,No,270385.94
Birthday,Cuttack,3968,2024-09-28,No,Yes,233329.88
Meetup,Bangalore,1637,2025-03-07,Yes,Yes,158702.68
Meetup,Chennai,4812,2024-02-29,No,No,306343.65
Marriage,Kolkata,1113,2025-09-23,No,No,119012.17
Marriage,Cuttack,671,2024-07-18,Yes,No,100017.93
Meetup,Bhubaneswar,981,2025-04-10,Yes,No,86318.81
Corporate,Ahmedabad,2636,2025-07-13,Yes,Yes,213793.8
Marriage,Delhi,2784,2024-07-30,No,No,246147.66
Meetup,Pune,1520,2024-08-15,No,Yes,124193.85
Marriage,Cuttack,2403,2024-03-07,Yes,No,187120.13
Corporate,Chennai,261,2024-09-08,Yes,No,71856.31
Meetup,Hyderabad,2306,2025-08-15,No,No,167379.21
Corporate,Hyderabad,1079,2024-06-29,Yes,Yes,138713.03
Birthday,Mumbai,2669,2024-06-07,Yes,Yes,249459.52
Corporate,Cuttack,936,2024-12-13,Yes,No,103713.98
Birthday,Bangalore,3613,2024-01-21,Yes,No,290418.04
Meetup,Pune,2169,2025-07-21,Yes,No,167683.16
Marriage,Chennai,2217,2024-07-28,Yes,No,201006.46
Birthday,Cuttack,3658,2025-11-24,Yes,No,220676.07
Meetup,Ahmedabad,4035,2025-04-11,Yes,No,253170.58
Birthday,Delhi,3433,2024-10-13,No,Yes,273602.82
Meetup,Ahmedabad,1714,2025-06-17,Yes,Yes,138388.81
Corporate,Kolkata,4658,2025-03-05,No,Yes,334363.69
Marriage,Bangalore,2412,2024-04-26,No,Yes,233148.96
Birthday,Chennai,3847,2024-02-21,Yes,Yes,280557.43
Birthday,Mumbai,3860,2025-05-05,No,No,311099.36
Birthday,Bangalore,109,2024-05-10,No,Yes,41254.34
Birthday,Mumbai,2288,2025-04-16,Yes,No,209555.8
Birthday,Chennai,4220,2024-03-24,Yes,Yes,302920.1
Corporate,Bhubaneswar,4279,2024-11-23,Yes,No,293328.55
Meetup,Kolkata,2231,2024-09-02,Yes,No,164893.45
Marriage,Cuttack,3128,2024-04-02,No,No,208423.35
Corporate,Ahmedabad,3273,2025-03-17,No,No,222817.7
Meetup,Bhubaneswar,4239,2025-05-04,No,Yes,262242.36
Marriage,Hyderabad,2508,2025-06-02,No,No,214981.81
Marriage,Chennai,2487,2025-05-28,No,No,201236.36
Meetup,Hyderabad,548,2025-02-28,No,Yes,65466.83
Corporate,Cuttack,176,2025-11-04,Yes,Yes,78208.68
Marriage,Mumbai,2102,2024-03-16,Yes,Yes,235924.91
Birthday,Bangalore,553,2024-01-30,Yes,No,76607.15
Marriage,Chennai,2785,2025-08-03,Yes,No,234180.69
Meetup,Pune,1738,2025-02-26,Yes,No,141414.02
Marriage,Cuttack,1110,2025-03-23,No,No,107245.18
Corporate,Hyderabad,1319,2024-12-06,Yes,Yes,153931.78
Birthday,Delhi,1935,2024-05-31,Yes,Yes,183567.44
Corporate,Bangalore,3013,2024-11-09,Yes,No,268205.33
Birthday,Bhubaneswar,2729,2024-09-30,Yes,No,186931.51
Corporate,Ahmedabad,4678,2025-04-17,No,No,298376.83
Corporate,Delhi,4512,2024-10-22,Yes,Yes,385272.17
Marriage,Pune,1121,2025-09-25,Yes,Yes,149760.62
Marriage,Ahmedabad,4539,2024-05-07,No,No,301276.68
Meetup,Hyderabad,3917,2025-04-19,No,Yes,283782.35
Birthday,Pune,3581,2024-05-30,Yes,Yes,271845.28
Meetup,Chennai,3759,2024-07-15,Yes,No,256734.87
Marriage,Hyderabad,2550,2024-02-14,Yes,Yes,245139.66
Meetup,Hyderabad,4867,2024-02-23,No,No,333489.1
Corporate,Bangalore,1975,2024-10-07,Yes,Yes,206566.7
Corporate,Cuttack,1819,2025-04-02,No,No,131963.65
Marriage,Ahmedabad,3782,2025-12-06,Yes,No,275216.77
Birthday,Pune,193,2025-02-17,Yes,Yes,60063.0
Birthday,Bangalore,2999,2024-12-04,No,No,230931.6
Meetup,Bhubaneswar,3178,2025-11-22,Yes,No,207654.71
Birthday,Bhubaneswar,1375,2025-01-24,Yes,No,111787.12
Corporate,Hyderabad,1119,2024-01-15,No,No,115643.42
Birthday,Kolkata,4672,2025-09-09,No,Yes,314818.73
Corporate,Kolkata,2367,2025-08-23,No,Yes,196100.02
Birthday,Chennai,787,2024-02-10,Yes,Yes,95864.69
Corporate,Bhubaneswar,2844,2025-09-19,No,No,197950.55
Marriage,Pune,3505,2025-12-16,No,Yes,283808.77
Birthday,Delhi,2247,2025-04-23,Yes,Yes,206393.11
Meetup,Bangalore,2969,2024-07-28,No,No,224508.28
Meetup,Ahmedabad,1715,2025-12-13,No,Yes,123317.99
Marriage,Ahmedabad,255,2025-06-05,No,No,65430.24
Birthday,Hyderabad,2044,2024-08-12,No,Yes,166988.9
Birthday,Hyderabad,4283,2025-05-01,No,Yes,313235.24
Birthday,Cuttack,4006,2025-12-13,Yes,Yes,248582.61
Birthday,Pune,1341,2025-03-28,No,No,105154.77
Birthday,Pune,3822,2024-05-16,Yes,Yes,287637.64
Birthday,Cuttack,4823,2025-05-04,No,Yes,275668.57
Meetup,Chennai,4276,2024-05-17,No,Yes,285431.8
Corporate,Bangalore,2225,2025-11-12,No,Yes,210721.23
Meetup,Pune,4569,2024-12-29,Yes,No,317098.36
Meetup,Ahmedabad,2463,2025-05-03,Yes,No,168215.2
Corporate,Bangalore,836,2024-08-03,No,No,100143.71
Marriage,Delhi,1474,2024-01-25,No,No,154180.1
Marriage,Pune,2725,2024-02-22,Yes,No,237535.2
Marriage,Mumbai,2643,2024-08-24,No,No,250336.81
Marriage,Kolkata,3549,2025-02-18,Yes,No,279814.78
Meetup,Kolkata,2915,2024-12-27,No,No,191509.41
Birthday,Kolkata,564,2025-11-16,No,Yes,67268.5
Birthday,Pune,4602,2025-05-18,No,No,309889.19
Meetup,Cuttack,2378,2024-05-27,Yes,No,150932.99
Birthday,Bhubaneswar,3287,2025-11-23,Yes,Yes,230067.53
Birthday,Bhubaneswar,2770,2024-11-02,Yes,Yes,201103.91
Corporate,Ahmedabad,4809,2025-02-26,Yes,Yes,334317.19
Marriage,Hyderabad,2248,2024-11-27,No,Yes,209654.17
Meetup,Delhi,2578,2024-10-11,Yes,Yes,224960.93
Marriage,Delhi,1704,2025-10-26,No,No,172207.3
Marriage,Mumbai,194,2024-12-23,No,No,67171.36
Corporate,Mumbai,658,2025-09-06,No,Yes,103318.34
Birthday,Ahmedabad,1149,2024-12-14,No,Yes,96199.51
Marriage,Bangalore,4187,2024-03-20,No,Yes,357655.16
Marriage,Chennai,4556,2024-03-05,No,Yes,338063.14
Corporate,Hyderabad,2222,2024-04-05,No,No,186230.78
Corporate,Delhi,4191,2025-02-27,Yes,Yes,363130.55
Marriage,Delhi,2787,2025-12-07,Yes,No,262881.48
Meetup,Bhubaneswar,2596,2025-02-05,No,Yes,172395.17
Marriage,Bangalore,3826,2024-01-13,No,No,319629.52
Meetup,Bhubaneswar,3841,2025-03-04,No,No,228562.06
Marriage,Hyderabad,3929,2025-06-09,Yes,No,321392.96
Birthday,Kolkata,1753,2025-11-09,No,No,127934.32
Birthday,Kolkata,4029,2024-04-04,Yes,Yes,290381.13
Meetup,Delhi,3467,2024-02-29,No,Yes,270808.34
Birthday,Bhubaneswar,4304,2025-04-27,No,Yes,269798.63
Marriage,Mumbai,4794,2025-05-08,Yes,No,427149.85
Corporate,Bhubaneswar,1382,2025-07-15,No,Yes,130591.62
Corporate,Chennai,3431,2025-05-02,Yes,Yes,274832.91
Marriage,Delhi,1943,2024-06-18,Yes,Yes,215646.78
Birthday,Kolkata,3882,2025-05-09,Yes,Yes,282910.68
Birthday,Ahmedabad,563,2025-07-10,Yes,Yes,79842.71
Meetup,Mumbai,4094,2025-08-03,Yes,Yes,351156.26
Corporate,Chennai,438,2024-03-14,Yes,Yes,94427.31
Marriage,Hyderabad,4322,2024-05-18,No,No,332413.18
Meetup,Pune,4138,2024-09-08,No,No,274826.76
Meetup,Bangalore,1467,2025-02-09,Yes,No,135567.2
Corporate,Pune,2181,2025-08-30,No,Yes,189542.53
Marriage,Pune,457,2025-03-05,No,No,80670.5
Birthday,Ahmedabad,1268,2025-12-14,Yes,Yes,118775.69
Marriage,Pune,1787,2024-01-03,No,Yes,176109.34
Corporate,Chennai,4782,2024-11-07,No,Yes,340447.36
Marriage,Chennai,1442,2024-02-24,Yes,Yes,165350.38
Meetup,Bangalore,1847,2025-04-10,No,Yes,158294.22
Meetup,Mumbai,4602,2024-02-12,No,No,361675.44
Corporate,Chennai,3522,2024-01-16,Yes,Yes,279674.66
Marriage,Mumbai,1603,2024-03-28,No,Yes,183726.02
Birthday,Chennai,787,2024-01-27,No,No,69656.85
Corporate,Pune,72,2025-08-29,No,Yes,57566.67
Marriage,Mumbai,4972,2024-10-12,Yes,Yes,451691.69
Meetup,Kolkata,3168,2025-01-14,Yes,Yes,234115.93
Corporate,Pune,1785,2024-07-29,Yes,No,169271.66
Meetup,Bhubaneswar,4893,2024-12-02,Yes,Yes,313698.54
Corporate,Cuttack,2536,2024-08-02,No,Yes,180304.24
Meetup,Mumbai,3627,2025-05-10,No,No,288752.95
Birthday,Delhi,1109,2025-06-05,No,Yes,112224.59
Birthday,Bangalore,1189,2025-12-26,Yes,No,120274.41
Corporate,Kolkata,678,2024-10-06,Yes,No,98476.4
Marriage,Chennai,363,2025-03-24,No,Yes,85684.7
Marriage,Hyderabad,2694,2025-07-29,No,Yes,238876.04
Birthday,Delhi,75,2025-01-23,No,Yes,39598.21
Meetup,Mumbai,130,2024-08-28,Yes,No,40765.21
Corporate,Pune,151,2024-12-19,No,No,52311.43
Birthday,Hyderabad,459,2024-08-12,Yes,No,66177.93
Birthday,Hyderabad,157,2025-09-18,No,No,33044.34
Marriage,Mumbai,3888,2024-12-18,Yes,No,358987.49
Corporate,Bangalore,769,2024-07-07,Yes,Yes,123672.64
Meetup,Mumbai,1217,2025-10-14,No,No,107609.91
Meetup,Pune,3257,2024-05-31,No,Yes,232359.2
Meetup,Bangalore,914,2024-07-22,No,Yes,92252.92
Corporate,Kolkata,1463,2024-02-07,Yes,Yes,157629.46
Meetup,Kolkata,1016,2024-09-18,Yes,Yes,104224.66
Meetup,Cuttack,2411,2024-10-03,No,Yes,150355.38
Meetup,Hyderabad,3070,2025-07-10,Yes,Yes,243507.23
Meetup,Kolkata,1863,2025-11-13,No,Yes,141765.31
Corporate,Ahmedabad,3787,2024-06-11,No,No,251175.81
Corporate,Chennai,4480,2024-02-20,Yes,No,325142.42
Meetup,Cuttack,238,2025-09-19,Yes,Yes,56518.74
Marriage,Mumbai,2785,2025-09-03,Yes,Yes,287610.61
Birthday,Mumbai,1800,2025-03-06,Yes,No,171672.29
Marriage,Pune,2107,2024-10-24,No,Yes,196298.84
Birthday,Cuttack,1691,2025-05-16,No,No,106728.4
Corporate,Bangalore,1484,2025-11-15,No,Yes,158556.91
Marriage,Cuttack,4402,2024-04-16,Yes,No,287488.24
Meetup,Kolkata,225,2024-10-16,No,Yes,42094.61
Meetup,Pune,675,2024-01-18,No,No,59817.0
Marriage,Bhubaneswar,1738,2025-04-25,No,Yes,160055.46
Meetup,Pune,4896,2025-12-24,No,No,323643.33
Marriage,Bangalore,2711,2025-08-29,Yes,No,257687.96
Marriage,Kolkata,3534,2024-12-29,Yes,No,278089.31
Meetup,Bhubaneswar,944,2025-04-14,No,Yes,81894.7
Meetup,Bangalore,1266,2025-01-10,No,Yes,117840.8
Marriage,Bangalore,4726,2025-12-29,Yes,No,398525.15
Corporate,Delhi,563,2025-04-09,Yes,No,97162.18
Corporate,Pune,1067,2025-02-28,Yes,No,124678.11
Marriage,Mumbai,461,2024-04-15,Yes,Yes,113718.54
Birthday,Bhubaneswar,410,2024-06-29,No,No,43807.16
Corporate,Chennai,3006,2025-08-04,No,Yes,235306.22
Corporate,Cuttack,2888,2025-10-05,No,No,185632.15
Birthday,Kolkata,4989,2025-05-15,Yes,Yes,348319.24
Meetup,Hyderabad,4709,2024-03-10,No,Yes,335022.49
Birthday,Pune,2792,2025-08-20,No,Yes,208814.44
Meetup,Kolkata,1380,2024-06-08,No,No,98913.98
Marriage,Cuttack,3753,2024-06-11,No,Yes,251474.96
Marriage,Hyderabad,310,2024-06-20,Yes,No,86318.41
Meetup,Hyderabad,1179,2024-10-19,Yes,Yes,120341.98
Birthday,Bangalore,3776,2025-09-22,No,No,286260.04
Corporate,Bangalore,215,2025-09-01,No,Yes,68404.85
Meetup,Ahmedabad,4021,2025-05-20,No,No,238500.24
Meetup,Pune,3114,2024-07-12,Yes,No,227125.14
Marriage,Pune,3700,2025-02-24,No,Yes,296190.27
Meetup,Cuttack,2821,2024-03-21,Yes,No,173266.49
Marriage,Bangalore,4790,2024-08-31,Yes,No,403133.17
Meetup,Pune,3830,2024-07-18,Yes,Yes,284190.74
Marriage,Hyderabad,481,2024-07-09,No,No,82518.88
Corporate,Cuttack,1750,2025-01-17,Yes,Yes,157086.06
Birthday,Pune,2078,2025-04-01,No,No,151517.19
Birthday,Kolkata,2076,2024-06-27,Yes,No,161156.75
Birthday,Bangalore,3219,2024-12-24,No,No,246370.26
Marriage,Bhubaneswar,1301,2025-10-19,Yes,Yes,150855.43
Corporate,Kolkata,2074,2024-11-12,Yes,No,180879.44
Birthday,Ahmedabad,1974,2024-02-22,Yes,Yes,157731.93
Marriage,Hyderabad,2365,2025-04-02,Yes,Yes,233168.4
Corporate,Chennai,2847,2024-11-03,No,Yes,225056.32
Marriage,Chennai,516,2025-12-29,No,Yes,95898.04
Meetup,Chennai,1559,2025-09-27,No,No,111082.87
Meetup,Cuttack,3963,2025-02-15,Yes,No,229923.12
Birthday,Cuttack,163,2024-10-18,Yes,Yes,57825.91
Corporate,Cuttack,4206,2025-05-04,Yes,No,268097.73
Birthday,Kolkata,512,2025-04-03,No,No,53571.31
Meetup,Kolkata,2184,2025-01-06,No,Yes,159578.63
Birthday,Ahmedabad,2911,2025-12-23,No,No,183062.32
Birthday,Pune,3244,2025-04-25,Yes,Yes,252744.77
Meetup,Bhubaneswar,1739,2025-12-26,No,Yes,123807.4
Corporate,Chennai,1759,2025-07-07,No,No,146762.28
Marriage,Mumbai,1708,2025-04-04,No,Yes,192017.1
Marriage,Bhubaneswar,3369,2025-01-21,Yes,Yes,263954.12
Birthday,Hyderabad,395,2025-03-11,No,No,48084.91
Birthday,Chennai,4250,2025-10-05,Yes,No,291048.88
Meetup,Chennai,4440,2024-08-31,No,No,284305.08
Marriage,Bhubaneswar,3115,2025-01-14,No,Yes,234508.91
Meetup,Cuttack,2571,2024-08-12,Yes,No,159840.46
Meetup,Delhi,4888,2025-03-11,Yes,No,374152.91
Meetup,Mumbai,1246,2025-11-26,Yes,Yes,137389.54
Corporate,Ahmedabad,3080,2024-05-07,Yes,Yes,237892.2
Meetup,Pune,4542,2024-09-26,No,Yes,312845.87
Meetup,Mumbai,4955,2025-12-26,No,Yes,399865.26
Birthday,Mumbai,1495,2024-01-08,Yes,Yes,160388.46
Meetup,Cuttack,2495,2024-11-06,No,No,142662.16
Birthday,Pune,2192,2024-05-22,Yes,No,173367.13
Birthday,Pune,501,2024-06-23,Yes,Yes,79958.39
Birthday,Kolkata,1429,2025-03-03,No,Yes,119584.62
Birthday,Cuttack,3425,2024-11-16,No,No,192855.76
Corporate,Delhi,1884,2025-03-04,Yes,Yes,201582.65
Meetup,Bangalore,4923,2025-02-01,Yes,Yes,388641.1
Birthday,Mumbai,569,2024-02-29,Yes,Yes,92019.39
Marriage,Ahmedabad,4963,2024-03-18,Yes,No,340954.36
Corporate,Kolkata,3505,2025-04-15,Yes,Yes,280275.6
Corporate,Chennai,3644,2024-07-14,Yes,No,275032.9
Corporate,Delhi,4507,2025-06-03,No,No,356982.45
Corporate,Bangalore,3882,2025-12-07,Yes,No,328616.41
Marriage,Bangalore,4601,2025-09-24,Yes,Yes,400122.12
Marriage,Kolkata,523,2024-06-12,No,Yes,95973.33
Meetup,Kolkata,1774,2024-05-01,Yes,No,138597.56
Corporate,Hyderabad,1021,2025-06-09,Yes,Yes,135729.84
Corporate,Bangalore,2623,2024-12-30,No,Yes,236785.08
Corporate,Mumbai,613,2024-12-26,No,No,87961.58
Meetup,Pune,1549,2024-11-03,No,Yes,126126.26
Marriage,Cuttack,2752,2025-07-14,No,Yes,202390.98
Meetup,Bangalore,549,2025-12-18,Yes,Yes,83427.32
Corporate,Bhubaneswar,2080,2024-06-22,Yes,Yes,183154.72
Meetup,Delhi,4671,2024-08-16,Yes,No,359423.49
Marriage,Pune,4102,2024-05-11,No,Yes,320203.58
Meetup,Bangalore,4271,2024-09-14,No,Yes,328048.28
Meetup,Bhubaneswar,4756,2025-04-09,Yes,Yes,305079.01
Meetup,Chennai,2877,2025-07-17,Yes,No,203873.2
Meetup,Ahmedabad,1887,2025-11-06,Yes,Yes,147392.2
Corporate,Ahmedabad,1778,2024-01-07,No,No,139952.49
Meetup,Ahmedabad,4104,2025-01-08,No,No,242676.15
Corporate,Bhubaneswar,2139,2024-05-18,Yes,Yes,186428.24
Marriage,Kolkata,1784,2025-04-20,Yes,Yes,186183.3
Birthday,Cuttack,1589,2024-12-29,Yes,No,116597.34
Marriage,Chennai,1294,2025-05-01,Yes,Yes,157337.58
Birthday,Chennai,1572,2024-12-31,No,Yes,129270.54
Meetup,Ahmedabad,307,2024-03-03,No,Yes,45054.3
Meetup,Cuttack,1982,2025-08-18,Yes,Yes,143100.5
Birthday,Bangalore,3686,2025-04-22,No,Yes,291879.84
Marriage,Hyderabad,2982,2025-11-08,No,No,246785.59
Marriage,Mumbai,1351,2024-03-29,Yes,Yes,179530.03
Corporate,Mumbai,2415,2025-05-14,No,No,223269.73
Birthday,Mumbai,4708,2024-03-30,No,No,374296.25
Birthday,Pune,1868,2025-09-01,No,No,138217.82
Corporate,Delhi,3206,2025-06-03,No,No,266757.29
Marriage,Delhi,849,2025-06-27,No,Yes,122904.5
Marriage,Bangalore,2420,2025-03-04,No,Yes,233119.3
Birthday,Hyderabad,2454,2024-12-25,No,Yes,193551.5
Birthday,Bhubaneswar,4824,2025-05-14,No,No,287248.54
Marriage,Delhi,94,2025-07-16,No,No,58350.14
Birthday,Pune,1715,2025-10-20,No,No,129306.01
Corporate,Ahmedabad,236,2024-08-11,No,Yes,66387.74
Birthday,Ahmedabad,1702,2024-05-20,No,No,115817.35
Marriage,Ahmedabad,4561,2025-03-20,No,No,303133.71
Corporate,Bhubaneswar,2646,2024-03-14,Yes,Yes,214104.09
Birthday,Chennai,3246,2024-11-07,No,No,217175.84
Corporate,Cuttack,419,2024-03-06,No,Yes,74407.38
Corporate,Hyderabad,379,2024-04-28,No,Yes,79011.86
Birthday,Bhubaneswar,4223,2025-05-17,No,Yes,265538.59
Birthday,Chennai,4428,2025-03-22,No,Yes,300606.79
Birthday,Delhi,2064,2025-01-15,No,No,167462.32
Meetup,Bhubaneswar,241,2024-07-21,Yes,Yes,56531.55
Marriage,Kolkata,3589,2025-02-10,No,Yes,280257.47
